,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_Naive Bayes (GaussianNB)
10555,1,0,0,0,2,1,2,2,3,3,3,3,1,0
10560,0,2,0,2,3,1,5,4,2,2,2,3,1,0
10565,1,5,0,4,5,1,1,1,5,4,1,5,1,0
10570,0,4,0,4,4,2,2,4,4,4,5,3,0,1
10595,1,4,0,2,4,1,4,4,2,4,4,4,1,0
10601,0,4,0,3,4,0,4,4,2,3,4,4,0,1
10616,0,4,0,4,4,1,4,4,4,4,3,3,0,1
10621,0,5,1,5,4,1,5,4,1,1,3,2,1,0
10628,0,2,1,2,5,0,4,5,4,4,5,4,0,1
10629,0,2,0,2,2,0,3,5,2,2,3,5,1,0
10633,0,4,0,4,2,1,3,1,4,4,1,1,1,0
10635,0,2,1,2,4,0,5,4,1,1,5,5,1,0
10648,0,0,1,0,5,0,5,5,1,1,5,4,1,0
10650,0,3,0,1,5,0,3,3,2,5,3,3,1,0
10657,1,4,0,5,3,1,2,3,1,1,3,5,1,0
10661,0,4,0,4,3,2,1,1,4,4,3,2,1,0
10662,0,2,0,2,2,2,5,2,2,2,4,3,1,0
10669,1,4,0,4,4,1,4,5,4,4,5,1,1,0
10692,0,4,0,4,3,0,2,4,3,2,2,2,0,1
10695,0,3,0,3,2,1,4,4,3,3,4,5,0,1
10699,1,4,0,4,2,1,4,4,4,4,4,4,1,0
10709,0,3,0,2,5,1,3,3,1,1,3,3,1,0
10712,0,4,0,3,4,0,4,4,4,3,4,4,0,1
10719,1,4,0,4,3,1,5,1,4,3,5,4,1,0
10728,1,0,0,0,4,1,4,5,4,4,5,2,1,0
10747,0,3,0,4,4,0,3,3,3,2,3,2,0,1
10756,1,4,0,4,1,2,4,3,4,4,3,4,1,0
10759,0,3,1,3,4,0,4,4,5,5,3,5,0,1
10760,0,4,1,4,4,1,3,4,5,5,4,3,0,1
10769,1,4,0,5,4,1,5,5,4,4,5,4,0,1
10778,0,4,0,4,4,1,4,4,3,4,4,4,0,1
10788,1,5,0,0,4,1,4,5,2,2,3,4,1,0
10795,0,4,1,4,3,0,4,5,2,2,4,3,1,0
10797,0,4,0,4,2,1,4,4,3,4,4,4,0,1
10820,0,3,0,3,3,1,4,3,3,3,4,5,0,1
10824,0,4,0,4,4,0,3,3,4,4,3,3,0,1
10826,1,4,0,4,4,1,3,3,5,5,4,2,1,0
10838,0,5,0,1,2,1,4,4,3,1,4,5,1,0
10843,0,0,0,1,2,0,1,1,3,4,1,1,1,0
10854,1,0,0,0,5,1,4,4,4,4,3,4,1,0
10855,1,4,0,1,5,1,2,4,2,1,2,4,1,0
10856,0,4,1,4,5,0,5,4,3,3,5,4,0,1
10859,1,4,0,4,5,1,5,5,1,1,5,3,1,0
10866,0,0,0,0,1,1,1,4,3,3,3,5,1,0
10871,0,3,0,5,2,0,2,2,5,1,2,2,1,0
10880,1,5,0,5,4,1,4,4,5,5,3,1,1,0
10888,0,4,1,4,4,0,4,4,4,4,3,4,0,1
10899,1,5,0,5,2,0,4,4,2,2,3,5,1,0
10964,0,4,0,3,2,0,4,4,3,1,4,4,0,1
10967,0,4,0,4,2,0,4,4,4,3,4,4,0,1
10973,0,5,0,5,1,2,1,1,5,5,4,1,1,0
10980,0,4,1,3,4,0,4,5,2,2,5,4,0,1
10983,0,4,0,4,3,1,3,3,5,5,4,5,0,1
10989,0,4,1,4,3,1,4,5,4,4,5,2,0,1
11007,0,4,0,4,1,2,5,2,5,4,2,2,1,0
11027,1,5,0,5,3,2,4,4,5,5,3,4,1,0
11048,1,3,0,5,4,0,5,5,5,4,5,3,0,1
11065,0,4,0,4,1,0,3,2,4,4,1,5,0,1
11075,0,4,0,4,2,1,3,3,4,4,3,2,0,1
11092,0,4,0,4,4,0,4,3,4,4,3,4,0,1
11096,0,5,0,4,2,0,5,5,3,1,5,4,0,1
11105,1,5,0,5,4,2,4,5,2,2,4,5,1,0
11117,1,5,0,5,3,1,3,4,4,1,2,2,1,0
11126,0,2,1,2,3,0,4,4,1,1,3,2,1,0
11131,0,4,0,3,4,0,4,4,4,2,4,3,0,1
11137,0,4,0,4,4,1,3,3,4,4,1,1,1,0
11143,1,4,0,2,2,1,5,4,2,2,5,4,1,0
11148,1,4,0,4,2,1,3,2,3,3,2,5,1,0
11150,0,5,0,4,4,0,3,3,5,5,3,5,0,1
11159,0,3,0,2,2,1,3,3,4,3,3,3,1,0
11163,0,0,1,0,4,1,3,2,2,4,4,1,1,0
11166,0,0,0,0,5,1,2,2,5,5,4,3,1,0
11189,1,0,0,0,5,1,4,5,4,4,3,4,1,0
11202,0,5,1,4,1,1,4,1,3,3,3,5,1,0
11203,0,4,1,3,3,1,1,4,5,5,5,2,1,0
11211,1,5,0,4,1,1,2,2,4,1,2,5,1,0
11229,0,5,0,2,2,0,5,5,2,3,5,4,0,1
11248,1,0,0,0,4,1,5,5,1,1,3,5,1,0
11257,1,5,0,4,5,2,1,1,4,2,1,5,1,0
11262,0,2,0,4,5,0,2,2,4,3,2,2,1,0
11264,0,4,0,4,5,2,5,2,4,4,2,2,1,0
11285,0,4,0,1,3,1,4,4,1,5,4,4,1,0
11293,0,3,0,4,4,1,2,3,3,3,4,1,1,0
11296,1,5,0,5,5,1,4,5,1,1,5,2,1,0
11298,1,5,0,4,4,1,1,1,4,5,1,5,1,0
11304,0,2,0,3,4,0,2,2,2,3,2,2,1,0
11311,1,0,0,4,5,1,5,5,4,4,4,2,1,0
11312,0,4,0,4,2,2,1,4,4,4,2,2,1,0
11319,0,3,0,3,2,0,3,3,4,4,3,3,0,1
11320,0,2,0,2,5,1,1,1,2,2,5,3,1,0
11326,0,3,0,1,4,1,3,3,2,3,3,3,1,0
11329,1,4,0,4,5,1,5,5,1,1,3,5,1,0
11330,0,3,0,3,2,0,4,4,3,3,4,2,0,1
11337,0,3,1,3,5,0,5,4,4,4,3,4,0,1
11342,0,3,0,3,3,0,3,4,3,3,5,4,0,1
11352,0,3,0,3,4,0,3,3,3,3,3,3,0,1
11356,0,0,0,3,1,1,3,4,2,2,3,4,1,0
11357,0,5,1,1,1,0,5,5,1,1,4,4,1,0
11361,0,4,0,4,1,0,4,4,4,3,4,4,0,1
11363,1,5,0,3,3,2,3,4,3,3,4,4,1,0
11373,0,2,0,1,4,0,4,4,1,4,4,4,1,0
11374,0,4,1,4,3,1,1,1,4,4,4,4,1,0
11384,0,3,0,3,4,0,3,3,3,3,4,5,0,1
11389,0,4,0,4,2,1,3,3,4,4,1,1,1,0
11390,0,2,0,2,5,2,3,2,2,2,1,2,1,0
11394,0,0,0,0,2,2,3,5,4,4,1,4,1,0
11408,0,3,0,4,4,0,2,2,4,3,2,2,1,0
11414,0,5,0,4,2,0,3,4,5,5,2,5,0,1
11416,1,4,0,4,3,1,4,5,5,5,5,2,1,0
11426,0,0,1,0,4,0,5,5,4,3,4,2,1,0
11433,0,3,1,3,3,0,4,5,3,3,5,4,0,1
11434,0,3,0,4,2,0,3,3,2,1,3,4,1,0
11441,1,5,0,5,1,2,3,3,3,4,2,2,1,0
11450,0,4,1,4,4,1,3,3,4,4,4,5,0,1
11457,0,4,0,4,1,0,4,4,3,2,4,3,0,1
11462,0,3,1,3,5,0,4,5,5,5,3,5,0,1
11469,0,4,1,4,3,1,2,2,4,4,4,3,1,0
11471,0,0,0,4,4,0,1,1,5,5,1,1,1,0
11487,0,4,0,3,3,0,3,3,4,4,3,3,0,1
11495,0,0,1,0,3,1,1,4,5,5,1,3,1,0
11500,0,3,0,3,2,0,4,3,3,3,4,4,0,1
11517,0,5,0,1,3,0,3,3,2,1,3,4,1,0
11529,1,5,0,5,1,1,4,4,4,4,1,1,1,0
11540,0,4,0,1,1,1,4,4,4,4,4,4,1,0
11553,0,0,1,0,4,0,5,4,3,3,3,5,1,0
11555,0,0,1,1,3,1,3,5,5,5,1,3,1,0
11556,0,3,1,5,5,0,2,4,5,5,4,4,0,1
11569,0,0,0,0,3,2,4,1,4,3,5,1,1,0
11570,1,0,0,0,4,1,1,3,3,2,3,5,1,0
11578,0,0,0,1,2,0,2,2,2,2,2,2,1,0
11589,0,4,0,3,3,0,3,3,4,4,2,2,0,1
11606,0,4,1,4,5,1,5,3,1,3,5,3,1,0
11622,0,2,0,3,4,0,2,2,4,3,2,2,1,0
11627,0,4,0,3,2,1,4,4,4,3,4,4,0,1
11633,0,4,1,4,4,1,4,5,1,1,3,4,1,0
11634,0,2,0,1,3,0,4,4,2,4,4,4,1,0
11639,1,4,0,1,1,1,3,5,1,1,5,4,1,0
11650,1,4,0,4,1,0,4,3,2,1,1,5,1,0
11658,1,0,0,0,4,1,3,2,4,4,1,2,1,0
11663,0,4,1,4,3,1,3,5,3,3,1,2,1,0
11664,0,0,1,0,5,0,4,5,3,3,5,4,1,0
11667,0,3,0,4,4,0,3,3,3,4,3,3,0,1
11668,0,2,0,1,1,0,5,5,1,1,5,5,1,0
11672,0,4,1,4,3,0,3,2,4,4,3,5,0,1
11679,0,0,0,0,4,2,1,4,5,5,1,4,1,0
11680,0,1,0,1,1,0,4,4,3,2,4,4,1,0
11701,0,2,1,2,4,0,4,4,5,5,5,4,0,1
11703,0,3,0,4,2,0,3,3,3,4,3,3,0,1
11707,0,3,0,3,3,1,4,4,3,3,3,4,0,1
11708,0,4,0,4,2,1,3,3,2,4,4,4,0,1
11731,1,0,0,0,1,1,4,3,3,4,1,2,1,0
11747,1,4,0,4,4,1,5,4,3,3,4,3,1,0
11748,0,4,0,4,1,0,4,4,3,2,4,4,0,1
11756,0,3,0,2,3,0,5,4,1,1,3,5,1,0
11759,0,4,0,4,1,1,2,1,4,4,3,2,1,0
11763,0,3,0,4,3,0,3,3,3,4,3,3,0,1
11796,1,5,0,1,1,1,5,5,1,1,2,5,1,0
11807,0,3,0,3,4,0,3,3,4,3,3,3,0,1
11808,0,0,0,4,1,0,2,2,1,1,2,2,1,0
11816,1,4,0,4,5,1,4,5,1,1,4,2,1,0
11818,0,3,1,3,4,0,4,4,4,4,5,2,0,1
11834,0,3,0,3,3,0,3,3,4,2,3,3,0,1
11859,0,0,1,0,3,0,5,5,3,4,5,4,1,0
11865,0,4,0,1,3,1,4,4,5,1,4,4,1,0
11872,0,4,0,4,2,0,3,3,4,4,3,3,0,1
11881,0,4,0,5,5,0,1,1,3,2,1,2,1,0
11888,1,4,0,4,4,1,3,3,2,2,4,4,1,0
11889,0,3,0,3,3,1,4,3,3,3,4,5,0,1
11891,0,0,0,0,4,1,3,3,1,1,1,1,1,0
11900,0,0,0,4,5,0,1,1,5,5,1,1,1,0
11909,0,3,0,3,5,1,1,3,3,3,5,3,1,0
11918,0,3,0,5,4,1,1,3,3,3,5,1,1,0
11921,0,3,0,4,2,0,3,3,4,3,3,3,0,1
11931,0,4,0,3,1,0,4,3,4,4,2,4,0,1
11933,1,0,0,4,5,0,5,1,5,3,5,4,1,0
11934,0,4,1,4,4,1,3,3,5,5,2,5,0,1
11939,0,3,0,3,2,0,4,4,3,3,2,5,0,1
11941,0,3,0,3,2,0,4,3,3,3,4,5,0,1
11948,1,0,0,0,1,1,4,3,4,4,4,3,1,0
11952,0,3,0,4,2,0,3,3,3,2,3,3,0,1
11955,0,3,1,3,3,0,4,5,5,5,5,4,0,1
11965,0,2,0,1,3,0,5,5,1,1,5,5,1,0
11966,0,4,0,4,2,2,5,4,4,4,2,3,1,0
11975,0,4,0,3,1,2,4,4,2,3,4,4,1,0
11978,1,4,0,4,5,1,5,4,4,4,5,3,1,0
11981,0,0,0,0,1,2,1,3,2,2,2,2,1,0
11985,0,3,0,3,3,0,4,4,3,3,3,2,0,1
11992,0,3,0,3,5,1,4,3,3,3,1,3,1,0
11993,1,0,0,0,5,1,4,5,1,1,3,1,1,0
12013,0,3,0,3,4,0,3,3,4,3,3,3,0,1
12035,0,5,1,5,3,1,2,1,5,5,2,3,1,0
12036,0,4,1,4,5,0,4,4,5,5,3,2,0,1
12037,0,4,1,4,5,1,3,4,3,3,2,1,1,0
12061,1,5,0,5,4,2,3,4,4,4,4,3,1,0
12068,0,2,0,2,5,1,3,4,3,3,3,5,1,0
12069,0,4,0,1,5,1,4,4,1,3,4,4,1,0
12083,1,5,0,5,4,1,4,1,2,2,2,1,1,0
12095,0,5,0,2,4,2,4,4,3,1,4,5,1,0
12105,0,4,1,4,4,0,5,4,5,5,4,4,0,1
12119,0,0,0,1,1,0,4,2,1,1,5,3,1,0
12122,0,4,0,4,4,0,2,4,3,3,2,2,0,1
12128,0,4,0,2,5,0,2,2,2,2,3,4,1,0
12130,0,3,1,3,5,0,5,5,5,5,4,5,0,1
12136,0,2,1,1,5,0,5,5,4,4,5,5,0,1
12139,0,2,0,4,2,0,2,1,4,4,2,2,1,0
12144,0,4,0,4,1,0,4,3,4,4,1,4,0,1
12159,0,4,0,4,1,1,2,1,5,4,3,3,1,0
12174,1,0,0,0,2,1,2,4,5,5,4,5,1,0
12188,1,3,0,5,3,0,5,5,5,5,5,3,0,1
12190,0,3,0,4,3,0,3,3,4,4,3,3,0,1
12204,0,5,1,5,4,0,1,2,1,1,3,2,1,0
12219,1,4,0,4,3,1,4,4,5,5,5,3,1,0
12229,0,5,1,4,1,1,1,3,3,3,2,1,1,0
12232,0,3,0,3,4,0,3,3,4,4,3,3,0,1
12242,0,3,0,3,5,0,1,1,5,4,1,2,1,0
12254,0,3,0,4,1,0,3,3,4,2,3,3,0,1
12281,0,5,1,5,5,1,1,5,1,2,5,4,1,0
12284,1,0,0,0,3,1,3,3,5,5,1,3,1,0
12289,0,0,0,0,2,1,4,4,5,5,4,1,1,0
12294,1,5,0,5,4,1,5,3,2,2,5,5,1,0
12298,1,5,0,5,1,1,1,4,4,4,1,3,1,0
12301,0,4,1,4,3,0,5,5,2,2,3,2,1,0
12308,0,3,0,3,4,0,1,2,3,3,4,5,0,1
12311,0,4,0,4,4,0,4,4,3,3,4,4,0,1
12312,0,0,1,0,3,0,4,4,2,2,5,4,1,0
12332,0,3,0,4,4,0,3,3,4,1,3,3,0,1
12338,0,3,0,4,1,0,3,3,4,4,3,3,0,1
12343,0,0,0,4,5,0,1,1,4,3,1,1,1,0
12348,0,2,0,5,1,0,1,1,5,5,1,5,1,0
12350,1,0,0,0,5,1,4,4,4,4,4,3,1,0
12364,0,5,1,5,5,1,4,4,1,2,4,2,1,0
12371,0,5,0,3,3,0,5,5,2,3,5,4,0,1
12376,0,2,0,2,2,1,3,1,2,2,3,3,1,0
12416,0,5,0,5,1,1,2,2,5,5,1,1,1,0
12432,0,0,1,0,3,0,4,5,5,5,5,2,1,0
12452,0,4,1,4,5,0,4,4,1,1,3,5,1,0
12465,0,4,1,4,1,0,3,4,3,3,4,5,0,1
12473,0,3,0,3,3,0,3,4,3,3,3,2,0,1
12489,0,5,0,4,1,1,3,3,5,5,3,1,0,1
12495,0,3,1,3,5,0,5,5,4,5,4,2,0,1
12504,0,3,0,4,1,0,3,3,4,3,3,3,0,1
12514,1,4,0,3,1,2,4,4,3,4,4,2,1,0
12522,0,4,0,4,4,1,2,2,4,4,1,3,1,0
12523,0,3,1,3,3,0,4,5,5,5,5,4,0,1
12548,0,4,0,2,1,1,4,4,2,3,4,4,1,0
12554,1,4,0,3,1,1,4,4,5,1,4,4,1,0
12570,1,0,0,0,5,1,4,4,4,4,3,3,1,0
12572,0,3,0,3,3,2,2,2,3,3,1,2,1,0
12574,0,3,0,2,4,0,3,1,2,2,1,2,1,0
12587,1,5,0,0,5,1,4,4,2,2,5,5,1,0
12608,1,4,0,4,3,0,4,4,1,4,3,4,1,0
12614,1,4,0,3,5,1,5,4,3,3,4,2,1,0
12619,0,3,0,1,5,0,3,3,1,3,3,3,1,0
12622,0,3,0,3,3,0,3,3,4,4,3,3,0,1
12623,0,3,0,3,3,1,5,2,3,3,4,2,1,0
12626,0,3,0,4,3,0,1,4,4,4,2,1,1,0
12628,1,4,0,4,5,1,4,5,1,3,3,3,1,0
12632,0,4,0,4,5,1,1,3,4,4,3,1,1,0
12633,0,2,0,3,4,0,2,2,4,3,2,2,1,0
12634,0,1,0,4,3,0,2,2,4,4,2,2,1,0
12638,0,1,0,2,1,0,4,4,2,1,4,4,1,0
12644,0,5,0,3,4,0,5,5,4,4,5,4,0,1
12653,1,0,0,0,3,1,4,5,4,4,4,3,1,0
12660,1,0,0,0,5,1,5,5,2,2,4,2,1,0
12687,1,5,0,4,5,1,4,5,2,2,4,3,1,0
12689,0,4,1,4,4,1,4,5,4,4,5,4,0,1
12694,0,3,0,3,3,0,3,4,3,3,4,2,0,1
12697,0,4,0,4,2,1,4,4,5,5,3,3,0,1
12700,0,0,1,0,5,0,4,5,3,3,3,4,1,0
12702,0,3,1,3,5,0,5,5,5,5,4,5,0,1
12711,0,4,1,3,4,0,4,4,2,2,4,5,1,0
12729,0,0,0,0,5,1,3,2,5,5,2,2,1,0
12732,0,2,1,2,3,0,4,4,1,1,4,5,1,0
12736,0,4,1,4,5,0,5,5,3,3,5,5,0,1
12745,0,0,1,0,4,1,4,5,3,3,4,2,1,0
12748,0,4,0,3,2,1,4,4,1,2,4,4,1,0
12752,0,2,0,2,3,0,4,4,1,2,4,4,1,0
12758,0,1,0,3,1,0,4,4,3,1,4,4,1,0
12759,0,3,0,1,3,1,3,3,5,3,3,3,1,0
12773,1,4,0,4,4,1,1,2,3,3,3,3,1,0
12779,0,3,0,4,4,0,4,4,3,3,2,2,0,1
12794,1,0,0,0,5,1,5,4,2,2,5,2,1,0
12807,0,3,0,3,3,0,3,3,3,3,4,2,0,1
12814,0,4,0,4,5,2,3,2,4,4,1,4,1,0
12815,0,2,0,2,2,1,5,1,2,2,5,2,1,0
12823,1,4,0,4,5,1,5,5,2,2,4,5,1,0
12837,0,5,0,1,5,1,4,4,1,1,4,5,1,0
12851,0,4,0,4,1,1,1,4,4,4,1,3,1,0
12852,0,1,0,4,4,0,4,1,3,4,4,4,0,1
12856,0,1,0,3,3,0,2,2,4,5,2,2,1,0
12863,1,4,0,4,1,0,4,4,4,3,4,4,1,0
12870,0,4,0,4,4,0,4,4,3,2,4,4,0,1
12871,0,4,0,4,2,1,2,3,4,4,3,3,0,1
12881,0,2,0,4,3,0,2,2,4,4,2,2,1,0
12886,0,4,1,4,5,1,5,1,4,4,4,4,0,1
12887,0,3,1,3,4,0,3,4,5,5,4,2,0,1
12901,0,0,0,1,1,0,2,4,3,3,2,4,1,0
12908,0,3,1,3,4,0,4,5,5,4,5,5,0,1
12913,0,4,0,4,1,1,2,5,4,4,1,1,1,0
12929,0,4,0,4,2,2,2,1,4,4,3,5,1,0
12930,1,0,0,2,4,1,1,1,3,4,1,0,1,0
12938,0,3,0,3,3,1,3,3,4,3,3,3,1,0
12953,0,3,0,4,4,0,3,3,4,3,3,3,0,1
12961,0,4,0,3,1,0,4,4,3,4,4,3,0,1
12968,0,3,0,3,4,0,3,3,2,3,3,3,0,1
12971,1,4,0,4,4,1,4,4,2,2,2,4,1,0
12974,0,2,0,3,1,0,4,4,2,2,4,4,1,0
12986,0,3,0,3,5,1,3,3,3,3,2,4,1,0
12987,0,0,0,1,3,0,1,1,2,2,1,1,1,0
12990,0,4,1,4,3,0,4,5,1,1,5,2,1,0
13000,0,4,0,4,5,2,1,4,5,4,1,4,1,0
13004,0,4,0,2,3,0,4,4,2,4,4,4,0,1
13007,1,4,0,4,4,0,5,5,5,5,4,5,0,1
13009,0,4,0,4,4,1,3,3,4,4,1,3,0,1
13020,0,0,0,0,4,1,3,5,3,3,3,5,1,0
13021,0,3,1,3,4,0,5,4,4,4,4,4,0,1
13022,0,1,0,4,3,0,2,2,4,4,2,2,1,0
13023,0,4,0,4,2,0,2,3,4,4,3,5,0,1
13030,0,3,0,3,3,0,3,4,3,3,1,5,0,1
13032,1,4,0,4,2,1,4,3,4,3,3,3,1,0
13034,0,2,0,3,3,1,2,2,2,3,2,2,1,0
13038,0,4,0,3,3,0,4,4,4,4,4,3,0,1
13039,0,3,0,4,1,0,3,3,4,4,3,3,0,1
13041,1,4,0,4,5,1,4,4,5,5,4,4,1,0
13045,0,2,0,4,2,0,3,2,3,4,3,3,0,1
13046,0,4,0,4,1,2,5,1,4,4,3,2,1,0
13073,0,2,0,2,2,1,5,4,2,2,2,5,1,0
13085,0,3,0,3,4,1,3,4,3,3,3,2,1,0
13090,0,4,1,5,4,0,5,5,3,3,4,3,0,1
13097,0,1,0,4,3,0,2,2,4,4,2,2,1,0
13098,0,0,0,0,5,1,5,1,5,4,1,2,1,0
13110,1,4,0,4,3,1,3,3,3,2,1,5,1,0
13116,0,0,0,4,5,0,1,1,4,5,1,1,1,0
13117,1,4,0,4,2,1,5,5,3,3,2,4,1,0
13143,1,5,0,4,4,1,2,2,4,3,2,5,1,0
13144,0,4,1,4,5,1,4,5,3,5,5,4,0,1
13163,0,3,0,3,4,1,3,4,3,3,3,5,0,1
13175,0,1,0,1,4,0,4,4,3,1,4,5,1,0
13179,0,0,0,0,2,2,4,5,4,4,1,5,1,0
13180,0,3,0,4,2,1,3,3,3,5,3,3,1,0
13182,1,0,0,0,3,1,2,2,4,4,3,5,1,0
13188,0,4,1,4,5,0,1,3,3,3,1,5,1,0
13197,0,0,0,1,3,1,2,4,3,3,3,1,1,0
13200,1,0,0,0,1,1,3,4,1,1,3,1,1,0
13203,0,3,0,3,3,2,3,2,3,3,1,1,1,0
13216,0,3,1,3,4,0,4,4,5,5,5,2,0,1
13219,0,0,1,0,2,1,4,5,4,4,4,4,1,0
13222,1,0,0,0,1,2,2,1,2,3,1,2,1,0
13224,0,0,1,0,3,0,3,3,3,3,3,4,1,0
13232,1,5,0,5,5,1,4,5,1,1,3,3,1,0
13233,0,2,0,4,2,0,2,1,4,4,1,5,1,0
13244,0,2,0,4,2,0,4,4,2,4,2,4,0,1
13253,1,4,0,5,5,1,4,4,4,3,4,5,1,0
13254,1,4,0,1,2,1,3,3,2,2,1,3,1,0
13257,0,4,0,1,5,2,4,4,3,5,4,4,1,0
13267,1,2,0,5,5,0,5,4,5,4,5,3,0,1
13271,1,0,0,0,4,1,4,1,4,4,2,5,1,0
13272,1,5,0,5,4,2,2,4,1,1,5,2,1,0
13277,0,3,0,3,5,0,2,2,2,1,2,2,1,0
13311,0,4,0,3,3,0,4,4,4,3,4,3,0,1
13316,0,3,0,3,3,0,4,4,3,3,3,3,0,1
13324,1,4,0,0,1,1,2,2,2,2,3,1,1,0
13331,0,4,0,3,2,1,4,4,3,2,4,4,0,1
13340,0,3,0,3,1,1,3,3,1,5,3,3,1,0
13358,1,4,0,4,3,1,4,4,3,2,5,4,1,0
13369,0,3,0,3,2,0,3,3,4,3,3,3,0,1
13379,0,3,1,3,3,0,4,4,5,5,3,3,0,1
13384,0,3,0,1,1,0,3,3,5,4,3,5,1,0
13400,0,4,0,4,3,0,4,4,3,3,4,4,0,1
13404,0,0,0,5,4,0,1,1,5,2,1,1,1,0
13422,0,3,1,3,4,0,4,4,3,3,5,5,0,1
13436,0,3,0,4,2,0,3,3,3,2,3,3,0,1
13450,0,2,0,3,3,0,4,2,3,4,4,4,0,1
13462,0,4,0,4,1,2,4,4,2,4,4,4,1,0
13506,0,0,0,0,1,1,4,5,2,2,2,4,1,0
13510,1,5,0,5,5,1,4,5,2,2,3,2,1,0
13513,0,3,0,3,1,0,4,4,3,3,4,5,0,1
13521,0,2,0,2,4,0,4,4,1,1,3,2,1,0
13534,1,4,0,4,1,2,3,3,2,2,1,1,1,0
13542,1,5,0,5,3,1,1,1,2,2,2,5,1,0
13544,0,4,0,4,2,0,4,4,3,4,4,4,0,1
13563,0,2,0,2,1,2,2,2,3,5,2,2,1,0
13565,0,3,1,3,4,0,4,4,1,1,5,4,1,0
13586,0,4,1,4,2,1,1,3,5,5,4,2,1,0
13592,0,4,1,4,4,1,4,3,2,2,1,1,1,0
13593,0,0,1,0,4,1,3,2,1,1,3,4,1,0
13595,0,3,0,4,1,0,3,3,2,1,3,4,1,0
13596,1,0,0,3,2,1,3,1,3,5,3,0,1,0
13603,0,4,0,4,3,2,3,3,4,4,3,5,0,1
13611,1,5,0,5,2,1,4,3,1,1,4,4,1,0
13615,0,4,1,4,3,0,1,3,1,1,5,3,1,0
13618,1,0,0,5,5,1,4,4,5,4,4,0,1,0
13625,0,5,1,5,3,1,5,2,2,2,4,2,1,0
13640,1,4,0,4,5,1,5,4,5,4,5,3,1,0
13658,0,5,1,5,1,1,1,3,1,1,2,4,1,0
13660,0,4,0,4,1,2,3,3,5,4,3,2,1,0
13664,0,4,1,4,3,0,4,5,1,1,4,5,1,0
13669,0,5,0,2,1,0,5,5,3,4,5,4,0,1
13670,0,0,0,2,1,0,1,1,4,4,1,1,1,0
13680,0,5,1,0,3,1,4,4,3,3,4,2,1,0
13683,0,4,0,4,5,1,1,3,4,4,1,3,1,0
13690,0,0,1,0,4,1,4,4,5,5,3,2,1,0
13693,1,5,0,5,3,1,4,4,4,3,1,5,1,0
13699,0,4,0,3,3,0,4,4,4,2,4,3,0,1
13717,0,4,1,4,3,1,2,2,5,1,3,4,1,0
13748,0,4,0,2,3,1,4,4,2,3,4,4,1,0
13755,1,5,0,1,1,1,4,4,3,1,4,5,1,0
13762,0,0,0,4,1,0,3,3,3,1,3,3,1,0
13764,0,3,0,4,4,0,3,3,3,1,3,4,0,1
13769,1,0,0,0,3,1,2,2,3,5,4,4,1,0
13772,1,4,0,3,1,1,4,3,4,5,2,3,1,0
13784,0,4,1,4,4,0,5,4,4,4,4,5,0,1
13785,0,5,0,4,3,1,4,3,5,5,2,5,0,1
13802,0,4,1,4,4,0,3,3,4,4,4,2,0,1
13806,0,4,0,3,2,0,4,4,3,1,4,4,0,1
13812,1,0,0,0,1,1,1,2,3,3,3,4,1,0
13837,0,2,0,2,4,0,4,4,2,2,4,4,0,1
13857,1,5,0,4,4,0,1,1,5,3,1,5,1,0
13863,0,4,0,3,4,1,4,4,4,1,4,4,0,1
13879,0,4,0,4,1,0,3,4,3,3,3,3,0,1
13882,0,4,0,3,3,0,4,3,4,3,3,5,0,1
13885,0,4,0,4,5,2,1,5,4,4,2,5,1,0
13886,1,5,0,0,5,1,4,5,2,2,5,5,1,0
13890,0,3,0,4,5,2,5,1,3,3,1,5,1,0
13896,0,3,1,2,5,0,4,5,5,5,5,3,0,1
13900,0,4,0,4,2,1,5,2,4,4,2,1,1,0
13910,0,0,1,0,5,2,3,5,5,5,1,1,1,0
13930,0,4,0,4,1,2,5,3,4,4,4,2,1,0
13935,0,5,1,1,1,0,5,4,1,1,2,4,1,0
13936,0,0,1,0,5,1,1,5,4,4,2,3,1,0
13937,0,4,1,4,3,0,5,4,1,1,3,3,1,0
13948,0,3,0,3,4,0,3,3,4,2,3,4,0,1
13958,0,4,0,3,4,0,4,4,3,3,4,4,0,1
13960,0,5,0,5,2,2,5,1,5,5,1,1,1,0
13961,0,3,1,3,3,1,5,5,5,5,5,4,0,1
14000,0,3,0,3,3,0,4,3,3,3,4,4,0,1
14006,0,2,0,3,3,0,4,4,2,2,4,3,0,1
14008,0,4,0,1,3,1,4,4,3,2,4,4,1,0
14020,0,4,0,4,2,1,3,2,4,4,3,4,0,1
14023,0,4,0,2,4,0,3,3,4,1,3,3,1,0
14041,0,0,0,4,5,0,1,1,5,3,1,1,1,0
14042,0,4,0,4,4,0,4,4,3,2,4,4,0,1
14051,0,4,0,4,4,1,4,4,4,3,4,4,0,1
14067,0,2,0,3,1,0,5,5,4,4,1,2,1,0
14069,0,1,0,4,3,0,3,1,3,4,3,3,0,1
14083,0,0,0,3,5,0,2,2,2,5,2,2,1,0
14092,0,3,0,3,5,1,1,2,3,3,1,1,1,0
14103,0,0,1,0,4,1,4,5,2,5,3,3,1,0
