,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_AdaBoost
14411,0,4,1,4,3,1,4,3,5,5,4,4,0,1
14415,1,5,0,4,4,2,4,4,4,4,2,3,1,0
14429,0,4,1,4,5,0,4,4,1,1,5,4,0,1
14434,0,2,1,5,5,1,1,3,5,5,1,4,0,1
14445,1,4,0,4,5,1,4,5,3,3,5,4,0,1
14453,0,2,0,4,1,0,2,2,3,4,2,2,0,1
14457,0,4,0,3,3,0,5,4,3,3,4,3,1,0
14474,0,4,0,4,4,0,4,4,4,4,1,3,0,1
14487,0,3,1,3,3,0,4,5,2,2,3,5,1,0
14514,0,4,1,4,4,0,4,4,4,4,4,4,0,1
14519,0,4,1,4,5,1,5,2,2,2,3,4,0,1
14530,0,5,0,4,2,0,3,4,5,5,2,3,0,1
14531,0,4,1,5,5,0,4,4,3,3,5,5,0,1
14555,0,4,0,4,3,2,2,3,4,4,3,1,1,0
14563,0,4,1,4,3,0,4,5,1,1,4,2,0,1
14566,0,2,0,2,2,0,2,2,5,5,2,2,1,0
14568,0,4,0,4,4,1,4,3,4,4,5,4,0,1
14569,0,4,1,5,3,1,4,5,4,4,3,4,0,1
14581,1,1,0,5,1,0,5,5,2,4,5,1,0,1
14588,0,1,0,4,1,0,1,1,4,3,1,2,0,1
14614,0,4,0,2,1,2,4,4,3,4,4,4,1,0
14615,0,4,0,4,4,0,4,3,4,4,5,2,0,1
14627,1,4,0,5,5,0,5,5,4,4,5,2,0,1
14640,0,4,0,3,3,0,4,4,3,1,4,4,0,1
14653,0,4,1,4,5,1,5,5,1,1,3,5,0,1
14658,0,4,0,4,4,0,3,3,4,4,1,2,0,1
14670,0,3,0,3,4,0,4,4,3,2,4,4,1,0
14693,0,3,0,4,1,0,3,3,4,3,3,3,0,1
14714,0,2,0,4,1,2,2,2,4,4,2,2,1,0
14721,0,3,0,4,2,2,5,4,3,3,3,2,1,0
14729,1,4,0,4,4,1,4,3,4,4,3,2,1,0
14740,0,4,1,4,3,1,2,1,2,2,4,4,0,1
14744,0,4,0,4,3,1,2,3,4,4,4,2,0,1
14752,0,3,1,5,5,1,5,5,5,5,2,4,0,1
14772,1,4,0,4,2,1,2,2,4,4,2,1,1,0
14782,0,4,1,4,2,0,5,2,1,1,4,4,0,1
14790,1,4,0,4,5,1,2,1,3,4,4,5,1,0
14800,0,4,0,4,3,0,4,4,4,3,4,4,0,1
14827,1,4,0,4,3,1,4,4,5,5,5,4,1,0
14831,1,0,0,2,3,2,2,3,5,5,1,1,1,0
14833,0,1,0,3,4,0,2,2,1,2,2,2,1,0
14835,0,4,0,4,4,0,3,2,4,4,4,3,0,1
14850,0,3,0,4,1,0,3,3,4,2,3,3,0,1
14861,1,4,0,4,3,1,5,5,3,3,3,4,1,0
14865,0,3,0,4,1,0,3,3,4,4,3,2,0,1
14878,0,3,0,4,3,0,3,3,3,3,3,4,0,1
14880,0,4,0,3,2,0,4,4,4,4,4,5,0,1
14885,0,2,0,2,2,1,2,5,2,2,3,2,1,0
14898,0,4,0,3,2,0,4,4,3,1,4,4,0,1
14913,0,4,0,2,5,0,2,2,1,1,2,2,1,0
14920,0,4,0,4,4,2,2,3,4,4,2,1,1,0
14933,1,4,0,3,2,0,4,4,5,1,4,4,1,0
14940,0,4,1,4,4,0,4,3,5,5,3,5,0,1
14944,0,4,0,4,3,0,4,4,4,4,4,3,0,1
14960,1,2,0,5,5,1,4,5,5,5,5,4,0,1
14970,0,2,0,4,2,0,2,2,4,4,2,2,0,1
14980,0,3,0,3,3,0,3,3,3,3,3,3,1,0
14990,0,1,0,4,2,0,1,1,4,4,1,1,0,1
15001,0,1,0,4,3,0,1,1,3,3,1,1,0,1
15009,0,1,0,4,1,0,1,1,4,2,1,1,0,1
15029,1,4,0,2,1,1,2,2,3,4,2,4,1,0
15052,0,4,1,4,5,1,5,4,2,2,3,5,0,1
15058,0,4,0,4,3,1,3,3,4,4,4,4,0,1
15061,1,4,0,5,5,1,4,5,3,5,3,4,0,1
15096,0,3,0,4,3,0,3,3,4,3,3,3,0,1
15102,0,4,1,4,4,0,5,5,3,3,5,2,0,1
15134,0,2,0,4,1,0,2,2,4,4,2,2,0,1
15135,0,3,1,3,4,0,4,4,5,5,4,2,1,0
15136,0,3,0,3,5,1,1,3,3,3,4,2,1,0
15150,1,4,0,4,4,1,3,2,4,4,1,3,1,0
15154,0,4,0,4,4,1,1,1,4,4,2,3,1,0
15156,1,4,0,4,4,1,5,4,5,5,5,4,1,0
15159,0,4,0,3,1,1,3,3,2,4,3,4,1,0
15167,0,3,0,4,1,0,3,3,3,2,3,3,0,1
15169,1,4,0,4,1,2,2,1,2,2,4,1,1,0
15175,0,4,1,4,1,1,5,1,1,2,1,3,1,0
15183,0,3,0,2,4,0,4,4,2,2,4,4,1,0
15189,0,3,0,1,3,0,4,4,2,1,4,4,1,0
15190,0,4,0,3,3,0,4,3,4,4,4,4,0,1
15206,0,3,0,4,1,0,3,3,3,4,3,3,0,1
15208,1,4,0,2,4,1,5,5,1,1,3,2,1,0
15210,0,3,1,3,3,0,4,3,1,1,3,3,1,0
15235,0,2,0,4,3,0,2,2,3,2,2,2,0,1
15240,0,4,0,2,4,0,4,4,3,4,4,4,0,1
15253,0,3,0,4,3,0,3,3,3,2,3,3,0,1
15254,0,4,0,2,2,1,4,4,5,1,4,4,1,0
15257,0,2,0,2,2,1,3,3,2,2,5,3,1,0
15258,1,4,0,4,3,1,5,5,3,3,3,5,1,0
15266,0,2,0,4,3,0,2,2,4,2,2,2,0,1
15269,1,4,0,4,5,1,5,4,1,1,5,3,1,0
15272,0,4,0,2,5,0,3,3,1,4,3,3,1,0
15276,0,3,0,4,2,0,3,3,4,3,3,3,0,1
15295,0,2,0,4,4,1,1,1,1,5,1,2,1,0
15299,0,3,0,1,2,1,3,3,3,4,3,3,1,0
15319,0,4,0,4,3,1,2,3,4,4,1,2,1,0
15337,0,1,0,2,2,0,3,5,2,2,2,3,1,0
15344,0,2,0,2,3,2,2,2,2,4,2,2,1,0
15348,0,2,0,3,1,1,2,2,2,2,2,2,1,0
15353,0,2,0,4,4,0,2,2,3,3,2,2,0,1
15360,0,3,0,4,2,0,3,3,3,4,3,3,0,1
15374,0,1,0,4,3,0,1,1,3,1,1,1,0,1
15375,1,4,0,4,5,0,3,4,5,5,1,2,1,0
15382,0,4,0,4,1,0,2,4,4,1,2,1,0,1
15397,0,4,0,3,1,0,4,4,3,1,4,4,0,1
15399,0,3,0,4,4,0,3,3,4,2,3,3,0,1
15425,1,4,0,4,3,1,3,3,3,3,2,2,1,0
15427,0,4,1,4,1,1,1,3,4,2,5,4,0,1
15438,1,4,0,4,5,2,4,5,2,2,5,5,0,1
15462,0,1,0,4,3,0,1,1,4,1,1,1,0,1
15468,0,4,0,4,1,0,4,4,4,3,4,3,0,1
15469,0,2,0,4,3,0,2,2,4,4,2,2,0,1
15476,0,2,0,4,4,0,2,2,3,3,2,2,0,1
15479,0,1,0,4,4,0,4,1,4,1,4,4,0,1
15501,0,4,0,4,3,0,3,3,4,4,3,5,0,1
15504,1,4,0,4,2,1,1,2,2,2,3,2,1,0
15506,0,4,1,4,4,0,1,4,3,4,2,4,0,1
15514,1,4,0,4,5,1,5,4,1,1,4,2,1,0
15529,0,3,0,4,2,0,3,3,3,1,3,3,0,1
15544,0,3,0,4,2,0,3,3,4,4,3,3,0,1
15546,1,5,1,5,3,1,1,2,4,4,1,3,1,0
15549,1,4,0,4,3,1,4,4,3,3,3,4,1,0
15554,0,2,1,2,4,0,5,4,5,5,5,2,1,0
15561,0,3,0,4,3,0,3,3,4,3,3,3,0,1
15568,0,4,0,4,2,1,2,2,4,4,1,3,1,0
15571,0,4,1,4,5,0,4,4,4,4,3,5,0,1
15599,0,3,0,5,4,1,3,3,1,1,3,3,1,0
15616,0,2,0,4,1,0,2,2,4,4,2,2,0,1
15625,0,3,0,4,3,2,5,1,3,3,1,1,1,0
15631,1,5,0,2,4,1,5,4,2,2,5,2,1,0
15640,0,3,0,4,4,0,3,3,3,3,3,3,0,1
15667,0,3,0,2,3,0,3,4,3,3,3,4,1,0
15670,0,3,1,3,3,1,5,2,5,5,4,2,1,0
15678,0,2,0,4,4,0,2,2,3,3,2,2,0,1
15689,0,5,1,2,2,1,4,5,2,2,1,3,1,0
15696,0,1,0,2,3,0,4,4,2,4,4,4,1,0
15704,0,2,0,2,5,0,3,3,3,3,3,3,1,0
15707,0,2,1,5,5,1,1,4,5,5,1,4,0,1
15727,0,4,0,4,1,1,3,3,4,4,1,4,0,1
15743,0,4,0,4,2,0,4,4,4,1,4,4,0,1
15745,0,4,0,4,3,1,4,4,4,4,1,2,1,0
15747,0,2,1,3,3,0,5,5,2,3,5,2,1,0
15756,1,5,0,2,1,2,4,4,5,5,2,2,1,0
15769,0,2,0,2,4,0,5,4,2,2,3,5,1,0
15775,0,4,0,3,4,0,4,4,3,2,4,4,0,1
15777,0,5,0,4,2,0,4,3,5,5,4,4,0,1
15785,0,4,0,2,1,0,4,4,3,4,4,4,0,1
15803,0,4,1,4,2,1,2,3,3,4,5,3,1,0
15815,0,1,0,4,4,0,1,1,4,3,1,1,0,1
15819,0,2,0,4,3,0,2,2,3,4,2,2,0,1
15820,1,4,0,4,3,2,4,5,1,1,4,2,1,0
15832,0,2,0,4,2,0,2,2,4,1,2,2,0,1
15833,0,4,0,3,3,2,5,5,2,4,5,4,0,1
15835,1,4,0,3,3,2,2,2,3,1,2,4,1,0
15845,0,3,0,1,1,0,4,4,2,5,4,4,1,0
15847,0,3,1,4,4,0,5,4,1,1,3,5,0,1
15848,0,2,0,3,4,0,4,4,3,3,4,5,1,0
15884,0,2,0,4,4,0,2,2,4,4,2,2,0,1
15892,0,1,0,2,2,0,3,3,4,2,3,3,1,0
15893,0,4,0,4,1,0,4,4,3,2,4,4,0,1
15919,0,4,0,4,2,1,1,1,4,4,2,2,1,0
15922,0,2,0,4,2,0,2,2,4,1,2,2,0,1
15927,0,4,0,4,2,2,4,4,4,4,1,3,1,0
15930,1,4,0,4,5,1,5,5,2,2,5,5,0,1
15933,1,4,0,4,1,1,1,4,1,1,1,2,1,0
15936,0,4,0,4,4,1,4,4,3,1,4,4,0,1
15937,0,2,0,3,3,0,4,4,2,4,4,4,1,0
15941,0,3,0,4,3,0,2,3,4,1,2,2,0,1
15950,0,1,0,4,3,0,1,1,3,4,1,1,0,1
15955,0,4,1,3,3,0,4,4,3,3,3,4,1,0
15956,0,2,0,4,2,0,2,2,4,1,2,2,0,1
15968,0,4,0,1,1,1,4,4,2,1,4,4,1,0
15969,1,4,0,3,4,1,3,3,3,4,3,4,1,0
15974,0,1,0,4,1,0,1,1,3,1,1,1,0,1
15976,1,4,0,4,3,1,3,4,5,4,1,4,1,0
15993,0,4,0,3,2,0,4,4,3,2,4,4,0,1
16001,0,4,0,4,3,1,4,3,4,4,1,5,0,1
16012,0,4,0,3,4,1,4,4,1,3,4,4,1,0
16054,0,1,0,4,2,0,1,1,3,1,1,1,0,1
16056,0,2,0,4,1,0,2,2,4,3,2,2,0,1
16058,0,4,1,4,4,1,4,2,2,2,2,3,1,0
16074,0,1,1,5,5,0,1,1,2,1,1,1,0,1
16080,0,4,1,4,4,1,5,5,4,4,4,2,1,0
16083,0,4,0,4,4,2,2,4,4,4,2,1,1,0
16092,0,3,0,2,5,0,2,3,2,2,4,2,1,0
16095,0,4,0,3,3,2,4,4,5,1,4,4,1,0
16101,0,3,0,3,3,1,1,3,4,4,1,5,1,0
16121,0,4,0,4,2,1,4,4,3,1,4,4,0,1
16146,0,1,0,2,4,0,1,2,2,2,1,3,1,0
16148,0,4,0,3,4,0,4,4,2,2,4,4,0,1
16188,0,2,0,4,1,0,2,2,3,2,2,2,0,1
16190,0,3,0,3,3,0,4,4,4,3,4,4,1,0
16193,1,4,0,5,3,1,4,4,5,5,3,5,1,0
16198,1,4,0,4,3,1,4,4,1,1,4,3,1,0
16212,0,4,1,4,5,0,5,4,4,4,3,2,0,1
16219,1,4,0,3,4,1,1,1,4,1,1,4,1,0
16236,0,4,1,3,5,1,5,1,2,2,3,2,1,0
16237,0,4,0,4,4,0,4,4,3,3,4,4,0,1
16246,1,4,0,4,2,1,4,3,3,3,4,5,1,0
16251,0,4,1,4,5,1,4,4,4,4,3,2,1,0
16257,0,2,0,4,3,0,2,2,4,4,2,3,0,1
16259,1,4,0,3,2,1,5,4,3,3,1,2,1,0
16261,0,2,0,3,4,0,4,4,4,2,4,4,1,0
16262,1,4,0,4,4,1,3,4,5,5,3,3,1,0
16264,1,4,0,2,4,1,4,4,2,1,4,5,1,0
16267,0,2,0,4,3,0,2,2,4,1,2,2,0,1
16277,0,4,0,4,1,0,4,4,4,4,4,4,0,1
16278,0,4,1,5,3,1,3,4,2,2,4,5,0,1
16293,1,0,0,0,1,1,3,3,4,4,1,1,1,0
16295,0,3,0,2,1,0,2,4,2,2,3,4,1,0
16305,0,4,0,4,4,2,3,3,4,4,4,1,0,1
16324,0,1,0,4,1,0,1,1,4,2,1,2,0,1
16334,1,5,0,3,1,1,3,1,4,4,5,3,1,0
16336,0,4,0,4,4,1,1,4,4,4,1,2,1,0
16369,0,1,0,3,5,0,3,3,5,5,3,3,1,0
16376,0,2,0,2,3,0,4,4,3,1,4,4,1,0
16387,1,3,0,5,3,0,5,5,5,3,5,3,0,1
16389,0,1,0,1,1,0,4,4,4,3,4,4,1,0
16402,1,4,0,4,3,1,3,4,5,5,1,2,1,0
16425,0,1,0,4,3,0,1,1,3,2,1,1,0,1
16442,0,4,0,3,2,0,4,4,2,1,4,4,0,1
16447,0,4,0,4,1,0,4,4,3,4,4,3,0,1
16449,0,4,0,3,4,1,4,4,2,2,4,4,1,0
16462,0,3,0,3,3,0,4,4,4,3,4,4,1,0
16469,0,2,0,4,2,0,4,2,3,4,4,4,0,1
16484,0,4,0,1,2,1,4,4,1,4,4,4,1,0
16485,0,3,1,4,3,0,4,5,4,4,5,4,0,1
16499,0,4,0,4,2,1,4,4,3,3,4,4,0,1
16500,0,4,0,4,2,1,3,3,4,4,3,5,0,1
16502,0,4,1,4,4,0,5,5,3,3,4,2,0,1
16531,1,4,0,4,3,1,3,4,5,5,4,3,1,0
16532,0,5,0,4,3,0,3,4,5,5,2,4,0,1
16534,0,4,0,4,4,1,1,4,4,4,1,2,1,0
16537,1,5,0,4,3,1,4,4,1,1,3,3,1,0
16551,0,4,0,4,4,1,2,1,3,3,1,2,1,0
16561,0,4,0,4,4,0,2,3,4,4,2,5,0,1
16568,0,2,0,4,2,0,2,2,3,4,2,2,0,1
16572,0,4,0,4,1,1,4,4,4,4,4,1,0,1
16594,0,1,0,2,5,0,5,4,2,2,3,3,1,0
16600,0,4,1,4,3,1,3,4,3,3,4,5,0,1
16608,1,4,0,4,4,1,4,3,3,3,5,4,1,0
16612,0,4,0,4,4,1,3,1,4,4,1,2,1,0
16613,1,4,0,5,3,1,5,4,4,4,3,5,0,1
16624,1,4,0,4,5,2,5,4,5,5,4,4,0,1
16638,0,2,0,4,4,0,3,2,3,1,3,3,0,1
16664,0,3,0,4,1,0,3,3,3,2,3,3,0,1
16670,0,3,0,1,5,2,4,4,5,5,4,3,1,0
16677,0,1,0,4,4,0,1,1,3,2,1,1,0,1
16693,1,0,0,0,3,1,4,5,5,5,3,2,1,0
16695,0,1,0,2,1,0,2,2,1,5,2,2,1,0
16701,0,2,0,2,3,0,4,4,1,1,4,4,1,0
16703,0,4,0,3,4,0,5,5,3,3,3,3,1,0
16705,0,4,0,3,1,0,4,4,4,2,4,4,0,1
16711,0,4,0,4,1,0,4,4,3,1,4,4,0,1
16714,0,4,0,4,4,0,4,4,4,4,2,3,0,1
16725,1,4,0,5,3,1,4,4,4,4,4,4,0,1
16732,0,4,1,4,2,1,5,3,4,4,2,5,1,0
16733,1,4,0,4,3,1,5,4,5,5,4,3,1,0
16742,0,4,0,2,1,1,4,4,2,5,4,4,1,0
16756,0,3,1,5,5,2,4,4,5,5,3,4,0,1
16762,0,4,1,2,2,0,4,5,2,2,3,4,1,0
16793,0,3,0,4,5,1,5,3,3,3,1,2,1,0
16797,0,3,0,4,1,0,3,3,3,4,3,3,0,1
16798,0,4,1,4,5,0,5,4,4,4,3,2,0,1
16799,1,4,0,4,2,1,2,4,1,1,5,1,1,0
16808,0,4,0,4,4,1,5,5,3,3,5,4,0,1
16809,0,4,0,3,1,0,2,1,3,3,2,1,1,0
16826,0,3,0,3,1,1,4,4,3,3,2,3,1,0
16834,0,4,0,4,3,0,3,2,4,4,3,1,0,1
16837,0,1,0,3,2,0,5,2,3,3,2,4,1,0
16855,0,4,0,2,2,0,4,4,3,2,4,4,0,1
16859,0,2,0,1,1,0,4,4,3,3,4,5,1,0
16870,0,4,0,4,1,1,4,4,5,5,2,4,0,1
16885,0,3,0,4,2,0,3,3,4,4,3,3,0,1
16890,0,2,0,4,2,0,2,2,4,2,2,2,0,1
16903,0,4,0,4,4,1,2,1,4,4,2,3,1,0
16912,0,4,1,4,3,0,4,5,3,3,5,5,0,1
16919,1,4,0,4,5,1,4,5,1,1,5,4,0,1
16940,1,1,0,5,4,0,5,5,5,5,5,1,0,1
16957,0,3,0,3,3,0,5,5,4,4,3,3,1,0
16973,0,1,0,1,5,0,2,2,3,3,2,2,1,0
17003,0,5,0,4,3,0,5,5,4,4,5,4,0,1
17021,1,4,0,5,3,1,5,4,4,1,5,2,1,0
17024,0,4,0,4,2,1,4,2,2,4,4,4,0,1
17040,1,4,0,4,3,1,1,1,4,2,1,5,1,0
17050,0,4,0,4,4,0,4,3,4,4,3,2,0,1
17057,0,4,1,4,4,1,2,5,2,2,4,2,1,0
17061,0,4,0,4,4,0,4,4,3,1,4,3,0,1
17088,0,1,0,4,3,0,1,1,4,3,1,1,0,1
17092,0,4,1,4,1,1,2,4,5,5,3,1,1,0
17093,0,4,1,4,4,1,5,5,4,4,4,2,1,0
17095,0,1,0,4,2,0,1,1,3,1,1,1,0,1
17112,0,4,0,3,4,1,3,3,2,1,3,4,1,0
17128,0,4,1,4,3,0,5,4,4,4,5,4,0,1
17131,0,3,0,3,5,1,4,1,3,3,3,5,1,0
17139,0,4,0,4,1,1,3,3,3,4,4,3,0,1
17141,1,4,0,4,4,1,5,5,1,1,3,2,1,0
17148,0,3,0,4,2,0,3,3,3,1,3,3,0,1
17166,0,2,0,4,4,0,2,2,3,3,2,2,0,1
17170,0,3,0,4,4,0,3,3,4,4,3,3,0,1
17181,0,4,1,5,2,1,3,4,3,2,4,2,0,1
17182,0,4,1,4,2,1,1,4,2,2,2,5,1,0
17186,0,3,0,4,2,0,3,3,4,3,3,3,0,1
17197,0,1,0,1,3,0,4,4,3,4,4,4,1,0
17206,0,4,1,4,3,1,2,2,1,1,2,2,1,0
17225,0,4,1,4,2,1,5,4,2,2,3,2,1,0
17252,1,4,0,4,2,1,1,1,3,2,1,4,1,0
17264,1,4,0,5,3,2,5,4,1,1,3,2,1,0
17279,0,3,0,2,2,0,5,2,2,2,3,5,1,0
17281,0,1,0,2,5,0,5,1,2,2,2,5,1,0
17282,0,3,0,3,4,0,4,4,2,2,3,5,1,0
17283,0,3,0,4,3,0,3,3,4,1,3,3,0,1
17293,0,2,0,2,2,1,5,1,2,2,3,5,1,0
17314,0,4,1,4,3,0,5,5,2,2,5,3,0,1
17339,0,2,0,4,3,0,2,2,3,4,2,2,0,1
17359,0,4,0,3,5,1,4,4,3,4,4,4,1,0
17361,1,4,0,4,1,1,1,5,5,4,5,5,0,1
17362,0,4,0,4,1,1,2,1,1,4,4,4,0,1
17363,0,2,0,2,1,1,4,2,2,2,5,1,1,0
17365,0,4,1,4,4,0,1,4,5,2,1,3,1,0
17376,0,4,1,4,2,1,3,2,4,2,4,4,0,1
17378,0,4,1,5,4,1,5,5,4,4,5,5,0,1
17383,0,4,0,4,2,0,3,3,4,4,4,5,0,1
17394,0,4,0,2,3,1,4,4,5,5,4,4,1,0
17395,1,4,0,3,2,1,3,3,5,1,3,4,1,0
17404,0,4,0,4,2,0,4,4,4,4,4,4,0,1
17405,0,3,0,1,4,0,1,1,3,4,1,2,1,0
17426,0,3,1,3,4,0,5,4,1,1,4,4,1,0
17441,0,4,0,3,1,0,4,4,3,3,4,4,0,1
17460,1,5,0,3,1,1,4,4,3,2,4,5,1,0
17466,0,1,0,3,3,0,4,4,3,3,4,4,1,0
17478,1,4,0,4,3,1,3,3,4,5,3,4,1,0
17481,0,3,0,4,2,0,3,3,3,3,3,3,0,1
17484,0,4,0,2,1,1,4,4,1,5,4,4,1,0
17495,0,2,1,2,5,1,5,5,5,5,3,4,1,0
17500,0,2,0,2,3,1,5,4,1,1,4,3,1,0
17527,0,3,0,4,4,0,3,3,3,1,3,2,0,1
17528,0,4,0,4,4,0,3,2,4,4,2,2,0,1
17529,1,0,0,0,2,1,2,4,3,3,3,2,1,0
17533,0,4,1,3,4,0,5,5,1,1,3,4,1,0
17544,1,4,0,4,4,1,4,3,3,3,3,5,1,0
17563,0,1,0,4,1,0,1,1,4,4,1,1,0,1
17573,1,4,0,4,1,2,3,4,4,4,4,5,1,0
17583,0,3,0,4,2,0,3,3,4,4,3,3,0,1
17613,0,3,0,4,1,0,3,3,4,1,3,3,0,1
17628,0,2,0,2,5,1,5,1,2,2,4,2,1,0
17631,0,2,0,4,1,1,2,2,2,1,2,2,1,0
17650,0,4,1,4,5,1,5,4,3,3,4,4,0,1
17674,0,2,0,2,5,0,4,5,2,2,5,2,1,0
17698,0,1,0,3,3,0,4,5,2,2,3,3,1,0
17705,0,3,0,5,3,1,3,3,3,2,3,3,1,0
17738,1,4,0,4,3,1,4,5,5,5,4,4,0,1
17754,0,4,0,4,1,1,4,3,2,4,4,4,0,1
17759,0,3,0,4,1,0,3,3,4,3,3,2,0,1
17770,1,4,0,4,5,1,5,4,3,3,4,2,1,0
17783,0,2,0,3,3,0,3,3,4,5,3,3,1,0
17786,0,3,0,4,4,0,3,3,3,4,3,3,0,1
17788,0,4,1,4,4,1,5,3,3,3,1,5,1,0
17801,0,4,0,3,4,0,4,4,3,1,4,4,0,1
17808,0,1,0,3,3,0,5,4,3,3,5,3,1,0
17814,0,4,1,4,5,1,5,4,2,2,5,3,1,0
17819,0,4,0,4,2,1,3,3,3,3,4,4,0,1
17820,1,4,0,3,5,1,5,4,4,4,5,3,1,0
17829,0,3,0,4,4,0,3,3,4,4,3,3,0,1
17830,1,4,0,4,5,1,1,1,4,1,1,4,1,0
17840,1,0,0,3,1,1,2,2,3,2,2,0,1,0
17843,1,4,0,4,5,1,4,5,5,4,3,4,1,0
17850,0,4,0,3,4,1,4,4,3,3,4,4,1,0
17866,0,1,0,4,2,0,1,1,4,2,1,1,0,1
17867,1,4,0,0,3,1,5,4,4,2,5,2,1,0
17886,0,4,0,2,4,0,4,4,2,1,4,4,0,1
17899,1,4,0,4,3,1,5,5,1,4,5,4,0,1
17901,0,4,0,3,3,0,5,4,3,3,2,3,1,0
17918,0,1,0,4,4,1,5,5,3,3,5,1,0,1
17921,0,4,0,4,4,0,2,4,4,4,2,3,0,1
17930,0,4,0,3,1,0,4,4,4,4,4,4,0,1
17933,0,4,0,4,4,0,4,3,4,4,2,2,0,1
17936,0,2,0,1,3,1,2,2,2,2,2,2,1,0
17940,0,4,0,3,3,0,3,5,3,3,5,3,1,0
17950,1,4,0,4,4,1,4,5,5,5,5,5,0,1
17984,1,4,0,3,5,1,4,4,5,5,4,4,1,0
17986,0,2,0,4,4,0,2,2,3,1,2,2,0,1
17987,0,4,0,4,2,1,3,3,4,4,2,1,1,0
17996,0,3,0,4,3,0,3,3,3,4,3,3,0,1
18013,0,4,0,4,3,0,4,4,4,1,4,4,0,1
18028,1,1,0,5,4,0,1,1,5,4,1,5,0,1
18039,1,1,0,5,3,1,5,5,4,5,5,5,0,1
18058,1,4,0,4,5,1,5,5,3,3,3,2,1,0
18059,0,4,1,4,3,1,4,4,3,3,3,3,1,0
18063,1,4,0,4,5,1,4,5,2,2,4,5,0,1
18078,0,3,1,3,5,0,4,4,4,4,4,3,1,0
18090,0,4,0,4,1,0,4,4,4,4,3,5,0,1
18096,0,2,0,4,1,0,3,2,3,4,3,3,0,1
18098,0,3,0,1,3,0,4,4,1,4,4,4,1,0
18100,0,3,0,4,4,0,3,3,4,4,3,3,0,1
18115,0,1,0,4,2,0,1,1,3,4,1,1,0,1
18131,1,4,0,4,3,1,3,3,3,2,3,4,1,0
18137,0,4,1,3,2,1,4,1,5,5,3,1,1,0
18142,0,4,0,4,1,2,4,4,3,2,4,4,0,1
18153,0,2,0,4,3,0,2,2,4,1,2,2,0,1
18154,0,2,0,4,2,0,2,2,3,1,2,2,0,1
18157,0,4,0,3,4,0,4,4,3,4,4,4,0,1
18163,0,3,0,3,3,1,2,1,3,3,1,2,1,0
18167,0,4,0,3,3,0,4,4,4,2,4,4,0,1
18171,0,3,0,3,1,1,2,5,3,3,2,5,1,0
18187,0,4,0,4,2,1,4,3,4,4,4,5,0,1
18191,0,1,0,4,2,0,1,1,4,2,1,1,0,1
18200,0,4,0,4,1,1,1,2,4,4,2,1,1,0
18211,0,4,1,4,3,0,5,3,5,5,3,1,0,1
18214,0,4,0,1,2,0,2,2,3,4,2,2,1,0
18226,0,3,0,3,2,0,3,2,3,3,2,1,1,0
18229,0,4,0,2,2,0,3,3,3,2,3,3,1,0
18236,0,4,0,1,2,0,3,3,3,3,3,3,1,0
18253,0,3,0,4,3,0,3,3,3,4,3,3,0,1
18289,0,4,1,4,1,1,3,4,3,5,3,2,1,0
18296,0,2,0,4,3,0,2,2,4,1,2,2,0,1
18298,0,2,0,4,4,0,2,2,3,3,2,2,0,1
18302,0,3,0,4,2,0,3,3,3,1,3,3,0,1
18305,0,3,0,4,3,1,4,4,4,1,4,3,1,0
18311,0,4,0,2,3,0,4,4,2,3,4,4,0,1
18313,0,2,0,4,1,0,2,2,4,4,2,2,0,1
18314,0,2,0,4,4,0,2,2,4,3,2,2,0,1
18325,0,2,0,4,1,0,1,2,3,2,1,1,0,1
18327,0,5,1,3,3,1,3,4,3,3,2,5,1,0
18336,1,4,0,5,5,0,2,2,4,4,2,4,0,1
18337,0,4,0,4,3,1,2,2,4,4,4,2,0,1
18344,0,2,0,4,1,0,2,2,3,3,2,2,0,1
18361,0,1,0,4,1,0,1,1,4,1,1,2,0,1
18374,0,4,1,4,5,1,5,4,4,2,4,3,1,0
18395,0,4,0,4,3,0,4,4,3,4,4,3,0,1
18415,0,4,1,5,2,1,3,3,5,5,4,4,0,1
18424,1,0,0,0,2,1,3,4,2,2,3,1,1,0
18427,1,4,0,5,5,1,4,1,5,5,2,4,0,1
18456,0,4,0,3,2,1,4,4,1,1,4,4,1,0
18464,0,3,0,4,1,0,3,3,4,1,3,3,0,1
18470,0,4,1,4,3,0,5,4,2,2,4,5,0,1
18474,0,4,0,1,5,1,3,3,5,1,3,4,1,0
18493,0,2,0,2,4,0,4,4,2,5,4,4,1,0
18514,0,3,0,4,4,0,3,3,3,1,3,3,0,1
18516,1,4,0,4,4,1,5,5,4,4,5,4,0,1
18564,1,1,0,5,3,0,3,3,5,5,3,4,0,1
18569,0,4,0,1,4,1,3,3,3,4,3,4,1,0
18578,0,2,1,2,5,1,5,2,2,2,4,3,1,0
18583,1,2,0,5,5,0,5,5,4,4,5,2,0,1
18627,1,4,0,4,5,1,4,4,4,4,3,4,1,0
18649,0,4,0,4,2,1,3,3,5,5,3,1,0,1
18672,0,4,1,4,3,1,4,3,3,3,5,2,1,0
18680,1,4,0,4,5,0,1,1,5,1,1,4,0,1
18685,0,4,0,3,4,0,5,4,3,3,4,3,1,0
